No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--M-18AEM16000D232------------,8375,0,27 Feb 2023,0,8450,8350,8375,0,966000,8111920000,958,680.4,8375,37300,8350,11000,1924688333,1924688333,390711732,241300,95900,0,0,0
2,ABBA,Mahaka Media Tbk.,--U-2100000000E614------------,126,0,27 Feb 2023,0,128,125,126,0,3897500,492976200,442,278.4,127,102700,126,812600,3935892857,3935892857,1342139464,2100,12100,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-2105000000G412------------,6500,0,27 Feb 2023,0,0,0,6500,0,0,0,0,1484.0,6500,100,0,0,620806680,620806680,31474899,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--M-1835000000C311------------,2700,0,27 Feb 2023,0,2750,2700,2710,10,557700,1518962000,453,72.3,2720,5700,2710,82600,2753165000,2753165000,568803889,111300,50200,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--MO1S35MD0000E743------------,515,515,27 Feb 2023,520,525,500,510,-5,63765200,32576929000,5263,622.0,515,1746400,510,1246700,17150000000,17150000000,6832560000,11398800,3021400,0,0,0
6,ACST,Acset Indonusa Tbk.,--U-1135000000J211------------,159,0,27 Feb 2023,0,159,155,156,-3,2035800,318336900,294,11.5,157,210200,156,226300,12675160000,12675160000,2259981028,400,0,0,0,0
7,ADCP,Adhi Commuter Properti Tbk.,--U-1135000000H111------------,64,0,27 Feb 2023,0,66,64,65,1,3953300,257488100,356,50.0,66,1290300,65,1000000,22222222200,22222222200,2222222220,0,0,0,0,0
8,ADES,Akasha Wira International Tbk.,--U-2135000000D212------------,7100,0,27 Feb 2023,0,7175,7000,7125,25,76200,539737500,90,370.1,7125,2300,7050,11600,589896800,589896800,48961434,900,0,0,0,0
9,ADHI,Adhi Karya (Persero) Tbk.,--M-1805700000J211------------,452,0,27 Feb 2023,0,458,450,450,-2,4182200,1896537400,942,387.2,452,91600,450,132900,8407608979,8407608979,2998994123,148600,200700,0,0,0
10,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F000000G211------------,9975,0,27 Feb 2023,0,10050,9975,10025,50,45700,457022500,71,431.2,10050,100,10025,2000,1000000000,1000000000,79200000,20000,200,0,0,0
11,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,144,0,27 Feb 2023,0,144,141,144,0,85300,12146800,75,12.9,144,80600,142,4800,3889179559,3889179559,520372225,0,0,0,0,0
