,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
0,AALI,-3.6,-32.14,22,01 Dec 2022,30 Dec 2022,114111092500,14189900,15857,D232,2022,12
1,ABBA,-14.69,57.29,22,01 Dec 2022,30 Dec 2022,35687047700,219079200,49132,E614,2022,12
2,ABDA,0.0,-3.94,22,01 Dec 2022,30 Dec 2022,0,0,0,G412,2022,12
3,ABMM,-10.63,44.49,22,01 Dec 2022,30 Dec 2022,143611219000,40196800,25339,C311,2022,12
4,ACES,-0.8,-66.71,22,01 Dec 2022,30 Dec 2022,1370630226300,3001027000,230978,E743,2022,12
5,ACST,-11.3,-89.9,22,01 Dec 2022,30 Dec 2022,14513355600,87095300,25092,J211,2022,12
6,ADCP,-8.22,-48.46,22,01 Dec 2022,30 Dec 2022,13816750300,202955200,44358,H111,2022,12
7,ADES,-8.89,679.89,22,01 Dec 2022,30 Dec 2022,11541780000,1576300,2677,D212,2022,12
8,ADHI,-6.92,-69.46,22,01 Dec 2022,30 Dec 2022,158122606000,317192500,40994,J211,2022,12
9,ADMF,-0.55,-1.1,22,01 Dec 2022,30 Dec 2022,13641487500,1523600,2341,G211,2022,12
10,ADMG,-2.58,-51.91,22,01 Dec 2022,30 Dec 2022,872874200,5749100,2157,B111,2022,12
11,ADMR,3.99,1595.0,22,01 Dec 2022,30 Dec 2022,2685186160500,1595207600,162207,A121,2022,12
12,ADRO,-0.52,216.87,22,01 Dec 2022,30 Dec 2022,5239006347000,1368997000,203812,A121,2022,12
13,AGAR,-8.55,152.73,22,01 Dec 2022,30 Dec 2022,38229400,132300,471,D231,2022,12
14,AGII,-14.54,185.29,22,01 Dec 2022,30 Dec 2022,305517059500,138237300,36863,B111,2022,12
15,AGRO,-15.13,30.32,22,01 Dec 2022,30 Dec 2022,200147080500,438259500,55926,G111,2022,12
16,AGRS,-10.0,-62.18,22,01 Dec 2022,30 Dec 2022,9862286100,107728500,7821,G111,2022,12
17,AHAP,-4.94,-9.41,22,01 Dec 2022,30 Dec 2022,16899387700,210121900,27350,G412,2022,12
18,AIMS,-8.85,14.44,22,01 Dec 2022,30 Dec 2022,47862200,222000,375,A121,2022,12
19,AISA,-14.37,-14.88,22,01 Dec 2022,30 Dec 2022,17737054100,115776200,12096,D222,2022,12
20,AKKU,0.0,0.0,22,01 Dec 2022,30 Dec 2022,3200000,64000,49,E512,2022,12
21,AKPI,-6.15,62.67,22,01 Dec 2022,30 Dec 2022,479441000,373600,521,B113,2022,12
22,AKRA,1.08,-67.37,22,01 Dec 2022,30 Dec 2022,1076366763000,774687700,82268,A112,2022,12
23,AKSI,-7.05,-26.4,22,01 Dec 2022,30 Dec 2022,2386558200,7902500,1953,K211,2022,12
24,ALDO,-1.23,20.15,22,01 Dec 2022,30 Dec 2022,3855233500,4787700,1171,B131,2022,12
