No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--S1K--1,10400,0,27 Jun 2019,0,10500,10350,10400,0,309400,3220585000,829,844.9,10425,1700,10400,29500,1924688333,1924688333,1924688333.0,90300,54500,0,0,0
2,ABBA,Mahaka Media Tbk.,--U9---2,153,0,27 Jun 2019,0,200,153,195,42,723450800,133576816300,29486,342.1,195,4550700,194,1096300,2755125000,2755125000,2755125000.0,2350500,5608300,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,XDU8---2,7000,0,27 Jun 2019,0,0,0,7000,0,0,0,0,1598.1,7000,100000,5600,1000,620806680,620806680,620806680.0,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--U9---1,2150,0,27 Jun 2019,0,2000,2000,2000,-150,300,600000,3,53.3,1940,2400,1720,500,2753165000,2753165000,2753165000.0,0,0,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--S9KB-1,1840,0,27 Jun 2019,0,1865,1795,1815,-25,15530400,28299890500,3412,2213.4,1825,200,1815,509700,17150000000,17150000000,17150000000.0,14278000,12836100,4029900,7404743100,5
6,ACST,Acset Indonusa Tbk.,--U6---1,1475,0,27 Jun 2019,0,1495,1470,1470,-5,478500,703637000,73,61.7,1475,900,1470,10100,700000000,700000000,700000000.0,0,367600,3500,4375000,7
7,ADES,Akasha Wira International Tbk.,--U5---2,1085,0,27 Jun 2019,0,1085,1050,1080,-5,15100,16091500,13,56.1,1080,9400,1070,500,589896800,589896800,589896800.0,0,0,0,0,0
8,ADHI,Adhi Karya (Persero) Tbk.,--S6LKO1,1655,1660,27 Jun 2019,1670,1720,1660,1695,40,11402300,19346307500,1931,1331.2,1695,8300,1690,45900,3560849376,3560849376,3560849376.0,494200,512300,64,108480,1
9,ADMF,Adira Dinamika Multi Finance Tbk.,--U8---1,9825,0,27 Jun 2019,0,9850,9800,9850,25,269300,2645377500,26,423.7,9850,5900,9800,500,1000000000,1000000000,1000000000.0,0,100,0,0,0
10,ADMG,Polychem Indonesia Tbk,--U3---1,252,0,27 Jun 2019,0,256,246,246,-6,999100,247671200,198,22.0,250,5500,246,22000,3889179559,3889179559,3889179559.0,77900,191100,0,0,0
11,ADRO,Adaro Energy Tbk.,--S2BXO1,1360,1370,27 Jun 2019,1370,1400,1340,1385,25,72833900,100161421000,6008,125.9,1385,984800,1380,20000,31985962000,31985962000,31985962000.0,10014500,6003500,3734500,5146139700,3
12,AGII,Aneka Gas Industri Tbk.,XDS3---1,545,0,27 Jun 2019,0,550,540,545,0,461300,251575000,99,49.5,550,144000,545,69300,3066660000,3066660000,3066660000.0,236000,144100,1264000,688880000,1
13,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--M8K--1,286,0,27 Jun 2019,0,294,288,294,8,2740800,798829800,505,480.3,294,32200,292,24600,21129857328,21129857328,21129857328.0,0,0,0,0,0
14,AGRS,Bank Agris Tbk.,--U8---2,300,0,27 Jun 2019,0,300,300,300,0,2800,840000,3,272.7,300,7500,290,200,5203614878,5203614878,5203614878.0,0,0,0,0,0
15,AHAP,Asuransi Harta Aman Pratama Tbk.,--U8---2,57,0,27 Jun 2019,0,60,58,58,1,1200,71600,5,218.7,58,100,57,100,2940000000,2940000000,2940000000.0,0,0,0,0,0
16,AIMS,Akbar Indo Makmur Stimec Tbk,--U9---2,180,0,27 Jun 2019,0,0,0,180,0,0,0,0,144.0,0,0,0,0,220000000,220000000,220000000.0,0,0,0,0,0
17,AISA,Tiga Pilar Sejahtera Food Tbk.,--U5---1,168,0,27 Jun 2019,0,0,0,168,0,0,0,0,20.4,0,0,0,0,3218600000,3218600000,3218600000.0,0,0,0,0,0
18,AKKU,Anugerah Kagum Karya Utama Tbk.,--U9---2,50,0,27 Jun 2019,0,0,0,50,0,0,0,0,75.9,50,22118100,0,0,6449463636,6449463636,6449463636.0,0,0,0,0,0
19,AKPI,Argha Karya Prima Industry Tbk.,XDU3---2,446,0,27 Jun 2019,0,446,440,440,-6,14200,6253000,7,58.0,446,11300,430,2500,680000000,680000000,680000000.0,0,0,0,0,0
20,AKRA,AKR Corporindo Tbk.,--S9XXO1,4090,4100,27 Jun 2019,4100,4110,4070,4070,-20,6630000,27114907000,1974,3243.8,4090,55500,4070,126200,4014694920,4014694920,4014694920.0,2600600,671100,0,0,0
21,AKSI,Majapahit Inti Corpora Tbk.,--U7---2,264,0,27 Jun 2019,0,280,280,280,16,20000,5600000,2,140.0,300,100,280,14800,720000000,720000000,720000000.0,0,0,0,0,0
22,ALDO,Alkindo Naratama Tbk.,--U3---2,358,0,27 Jun 2019,0,362,358,360,2,34800,12541200,12,263.8,360,83900,306,1000,1100000000,1100000000,1100000000.0,0,0,0,0,0
23,ALKA,Alakasa Industrindo Tbk,--U3---2,380,0,27 Jun 2019,0,386,370,386,6,2000,748800,5,65.0,386,200,374,400,507665055,507665055,507665055.0,0,0,0,0,0
24,ALMI,Alumindo Light Metal Industry Tbk.,--U3---2,470,0,27 Jun 2019,0,474,452,474,4,27400,12940800,7,72.9,474,100,466,49000,616000000,616000000,616000000.0,0,0,0,0,0
25,ALTO,Tri Banyan Tirta Tbk.,--U5---1,394,0,27 Jun 2019,0,390,390,390,-4,1000,390000,1,194.8,390,9300,380,10000,2191870558,2191870558,2191870558.0,0,0,0,0,0
26,AMAG,Asuransi Multi Artha Guna Tbk.,--U8---2,316,0,27 Jun 2019,0,0,0,316,0,0,0,0,301.0,316,10900,260,2000,5001552516,5001552516,5001552516.0,0,0,0,0,0
27,AMFG,Asahimas Flat Glass Tbk.,CDU3---1,5400,0,27 Jun 2019,0,5450,5450,5450,50,500,2725000,4,222.4,5450,9800,5400,1000,434000000,434000000,434000000.0,0,0,0,0,0
28,AMIN,Ateliers Mecaniques D Indonesie Tbk.,CDU4---2,380,0,27 Jun 2019,0,380,374,374,-6,1100,414400,2,292.2,420,49200,374,4100,1080000000,1080000000,1080000000.0,0,0,0,0,0
29,AMRT,Sumber Alfaria Trijaya Tbk.,--S9---1,895,0,27 Jun 2019,0,920,890,920,25,17200,15405000,35,2347.6,915,25600,900,700,41524501700,38614252900,41524501700.0,1000,3000,0,0,0
30,ANDI,Andira Agro Tbk.,--U1---2,1900,0,27 Jun 2019,0,1850,1850,1850,-50,2000,3700000,2,925.0,1850,2100,1800,10000,1870000000,1870000000,1870000000.0,0,0,0,0,0
31,ANJT,Austindo Nusantara Jaya Tbk.,--U1---1,895,0,27 Jun 2019,0,910,895,910,15,164100,147091000,27,75.8,910,600,880,100,3354175000,3354175000,3354175000.0,0,0,0,0,0
32,ANTM,Aneka Tambang Tbk.,--S2BXO1,825,830,27 Jun 2019,835,845,820,830,5,64619500,53799250500,4173,547.2,835,1310700,830,5166400,24030764725,24030764725,24030764725.0,7624800,705300,8507634,7103073720,13
33,APEX,Apexindo Pratama Duta Tbk.,--U2---2,705,0,27 Jun 2019,0,0,0,705,0,0,0,0,45.1,745,200,705,2100,2659850000,2659850000,2659850000.0,0,0,0,0,0
34,APIC,Pacific Strategic Financial Tbk.,--U8---2,565,0,27 Jun 2019,0,570,565,565,0,12393600,7006932500,1329,601.0,570,143000,565,21800,11765972847,11765972847,11765972847.0,597400,251000,204000000,142260000000,2
35,APII,Arita Prima Indonesia Tbk.,--U9---2,169,0,27 Jun 2019,0,177,166,173,4,7300,1234800,10,78.6,171,400,166,11000,1075760000,1075760000,1075760000.0,0,0,0,0,0
36,APLI,Asiaplast Industries Tbk.,--U3---1,100,0,27 Jun 2019,0,100,95,98,-2,99200,9646200,11,81.7,100,200,98,300,1362671400,1362671400,1362671400.0,0,0,0,0,0
37,APLN,Agung Podomoro Land Tbk.,--M6K--1,252,0,27 Jun 2019,0,258,248,248,-4,69819700,17579913000,3505,67.9,248,3417300,246,1980300,19364561700,19364561700,19364561700.0,1181500,189500,0,0,0
38,APOL,Arpeni Pratama Ocean Line Tbk.,--U7---1,58,0,27 Jun 2019,0,55,50,50,-8,1638000,81901000,36,16.0,50,15001200,0,0,16452282461,16452282461,16452282461.0,0,0,0,0,0
39,ARGO,Argo Pantes Tbk,--U4---2,825,0,27 Jun 2019,0,0,0,825,0,0,0,0,20.7,0,0,0,0,335557450,335557450,335557450.0,0,0,0,0,0
40,ARII,Atlas Resources Tbk.,--U2---2,785,0,27 Jun 2019,0,800,750,800,15,50700,40536500,14,53.3,800,3000,790,200,3000000000,3000000000,3000000000.0,0,0,0,0,0
41,ARMY,Armidian Karyatama Tbk.,--U6---2,280,0,27 Jun 2019,0,296,268,290,10,10661500,2992366000,201,96.7,290,136300,280,100,9006250000,9006250000,9006250000.0,278100,24300,807600,262008000,2
42,ARNA,Arwana Citramulia Tbk.,--S3---1,525,0,27 Jun 2019,0,525,500,510,-15,27400,13900000,22,3466.3,525,117900,510,4600,7341430976,7341430976,7341430976.0,24700,0,24559500,12279750000,1
43,ARTA,Arthavest Tbk,--U9---2,410,0,27 Jun 2019,0,384,384,384,-26,2400,921600,6,222.8,390,1500,380,300,446674175,446674175,446674175.0,0,0,0,0,0
44,ARTI,Ratu Prabu Energi Tbk,--U2---1,50,0,27 Jun 2019,0,50,50,50,0,700,35000,2,12.3,50,141425300,0,0,7840000000,7840000000,7840000000.0,0,0,300000,5700000,2
45,ARTO,Bank Artos Indonesia Tbk.,--U8---2,167,0,27 Jun 2019,0,165,165,165,-2,100,16500,1,125.0,165,18700,155,2000,1194187500,1194187500,1194187500.0,0,0,0,0,0
46,ASBI,Asuransi Bintang Tbk.,--U8---2,320,0,27 Jun 2019,0,324,324,324,4,200,64800,2,246.0,334,200,302,100,348386472,348386472,348386472.0,0,0,0,0,0
47,ASDM,Asuransi Dayin Mitra Tbk.,--U8---1,1120,0,27 Jun 2019,0,1140,1120,1135,15,21400,24293500,25,335.3,1140,7500,1125,10000,192000000,192000000,192000000.0,0,0,0,0,0
48,ASGR,Astra Graphia Tbk.,--U9---1,1130,0,27 Jun 2019,0,1200,1130,1185,55,91500,106135000,89,245.7,1190,7200,1185,200,1348780500,1348780500,1348780500.0,41500,0,54,63180,1
49,ASII,Astra International Tbk.,--S4BXO1,7250,7250,27 Jun 2019,7275,7425,7250,7375,125,24916300,183993127500,3611,5274.0,7400,474800,7375,1789100,40483553140,40483553140,40483553140.0,9303600,8904800,31470610,231887993750,13
50,ASJT,Asuransi Jasa Tania Tbk.,CDU8---2,252,0,27 Jun 2019,0,260,250,260,8,3750700,952984600,171,173.3,262,228500,260,101700,600000000,600000000,600000000.0,0,0,0,0,0
51,ASMI,Asuransi Kresna Mitra Tbk.,--U8---1,950,0,27 Jun 2019,0,965,930,960,10,2189800,2071588000,121,1777.8,960,4400,955,16300,8958380460,8958380460,8958380460.0,0,14200,22839400,20874400700,184
52,ASRI,Alam Sutera Realty Tbk.,--S6K--1,346,0,27 Jun 2019,0,348,342,344,-2,3746600,1291899200,669,327.6,344,196000,342,692800,19649411888,19649411888,19649411888.0,630100,1352100,31,10602,1
53,ASRM,Asuransi Ramayana Tbk.,--U8---2,2000,0,27 Jun 2019,0,2250,2200,2250,250,600,1345000,4,805.4,2230,100,2100,100,214559422,214559422,214559422.0,0,0,0,0,0
